Slice,Count,Total Area,Average Size,%Area,Mean,,Coupon
FK2021CL_(265)-Profundidad de enfoque extendida-19-Exportar imagen-17_m10_DAPI.tif,2175,2.854,0.001,17.829,255,,3
FK2021CL_(265)-Profundidad de enfoque extendida-19-Exportar imagen-17_m11_DAPI.tif,1825,3.615,0.002,22.58,255,,3
FK2021CL_(265)-Profundidad de enfoque extendida-19-Exportar imagen-17_m12_DAPI.tif,1980,3.758,0.002,23.474,255,,3
FK2021CL_(265)-Profundidad de enfoque extendida-19-Exportar imagen-17_m13_DAPI.tif,2263,3.553,0.002,22.196,255,,3
FK2021CL_(265)-Profundidad de enfoque extendida-19-Exportar imagen-17_m14_DAPI.tif,2233,3.343,0.001,20.883,255,,3
FK2021CL_(265)-Profundidad de enfoque extendida-19-Exportar imagen-17_m15_DAPI.tif,2379,3.084,0.001,19.264,255,,3
FK2021CL_(265)-Profundidad de enfoque extendida-19-Exportar imagen-17_m16_DAPI.tif,2482,2.809,0.001,17.548,255,,3
FK2021CL_(265)-Profundidad de enfoque extendida-19-Exportar imagen-18_m01_DAPI.tif,2434,2.489,0.001,15.548,255,,3
FK2021CL_(265)-Profundidad de enfoque extendida-19-Exportar imagen-18_m02_DAPI.tif,2220,3.335,0.002,20.833,255,,3
FK2021CL_(265)-Profundidad de enfoque extendida-19-Exportar imagen-18_m03_DAPI.tif,2258,3.656,0.002,22.836,255,,3
FK2021CL_(265)-Profundidad de enfoque extendida-19-Exportar imagen-18_m04_DAPI.tif,1886,4.297,0.002,26.843,255,,3
FK2021CL_(265)-Profundidad de enfoque extendida-19-Exportar imagen-18_m05_DAPI.tif,2452,3.688,0.002,23.037,255,,3
FK2021CL_(265)-Profundidad de enfoque extendida-19-Exportar imagen-18_m06_DAPI.tif,2228,3.814,0.002,23.825,255,,3
FK2021CL_(265)-Profundidad de enfoque extendida-19-Exportar imagen-18_m07_DAPI.tif,2221,3.766,0.002,23.528,255,,3
FK2021CL_(265)-Profundidad de enfoque extendida-19-Exportar imagen-18_m08_DAPI.tif,2313,3.013,0.001,18.819,255,,3
FK2021CL_(265)-Profundidad de enfoque extendida-19-Exportar imagen-18_m09_DAPI.tif,2250,2.476,0.001,15.469,255,,3
FK2021CL_(265)-Profundidad de enfoque extendida-19-Exportar imagen-18_m10_DAPI.tif,2175,2.854,0.001,17.829,255,,3
FK2021CL_(265)-Profundidad de enfoque extendida-19-Exportar imagen-18_m11_DAPI.tif,1825,3.615,0.002,22.58,255,,3
FK2021CL_(265)-Profundidad de enfoque extendida-19-Exportar imagen-18_m12_DAPI.tif,1980,3.758,0.002,23.474,255,,3
FK2021CL_(265)-Profundidad de enfoque extendida-19-Exportar imagen-18_m13_DAPI.tif,2263,3.553,0.002,22.196,255,,3
FK2021CL_(265)-Profundidad de enfoque extendida-19-Exportar imagen-18_m14_DAPI.tif,2233,3.343,0.001,20.883,255,,3
FK2021CL_(265)-Profundidad de enfoque extendida-19-Exportar imagen-18_m15_DAPI.tif,2379,3.084,0.001,19.264,255,,3
FK2021CL_(265)-Profundidad de enfoque extendida-19-Exportar imagen-18_m16_DAPI.tif,2482,2.809,0.001,17.548,255,,3
FK2021CL_(265)-Profundidad de enfoque extendida-19-Exportar imagen-19_m01_DAPI.tif,2434,2.489,0.001,15.548,255,,3
FK2021CL_(265)-Profundidad de enfoque extendida-19-Exportar imagen-19_m02_DAPI.tif,2220,3.335,0.002,20.833,255,,3
FK2021CL_(265)-Profundidad de enfoque extendida-19-Exportar imagen-19_m03_DAPI.tif,2258,3.656,0.002,22.836,255,,3
FK2021CL_(265)-Profundidad de enfoque extendida-19-Exportar imagen-19_m04_DAPI.tif,1886,4.297,0.002,26.843,255,,3
FK2021CL_(265)-Profundidad de enfoque extendida-19-Exportar imagen-19_m05_DAPI.tif,2452,3.688,0.002,23.037,255,,3
FK2021CL_(265)-Profundidad de enfoque extendida-19-Exportar imagen-19_m06_DAPI.tif,2228,3.814,0.002,23.825,255,,3
FK2021CL_(265)-Profundidad de enfoque extendida-19-Exportar imagen-19_m07_DAPI.tif,2221,3.766,0.002,23.528,255,,3
FK2021CL_(265)-Profundidad de enfoque extendida-19-Exportar imagen-19_m08_DAPI.tif,2313,3.013,0.001,18.819,255,,3
FK2021CL_(265)-Profundidad de enfoque extendida-19-Exportar imagen-19_m09_DAPI.tif,2250,2.476,0.001,15.469,255,,3
FK2021CL_(265)-Profundidad de enfoque extendida-19-Exportar imagen-19_m10_DAPI.tif,2175,2.854,0.001,17.829,255,,3
FK2021CL_(265)-Profundidad de enfoque extendida-19-Exportar imagen-19_m11_DAPI.tif,1825,3.615,0.002,22.58,255,,3
FK2021CL_(265)-Profundidad de enfoque extendida-19-Exportar imagen-19_m12_DAPI.tif,1980,3.758,0.002,23.474,255,,3
FK2021CL_(265)-Profundidad de enfoque extendida-19-Exportar imagen-19_m13_DAPI.tif,2263,3.553,0.002,22.196,255,,3
FK2021CL_(265)-Profundidad de enfoque extendida-19-Exportar imagen-19_m14_DAPI.tif,2233,3.343,0.001,20.883,255,,3
FK2021CL_(265)-Profundidad de enfoque extendida-19-Exportar imagen-19_m15_DAPI.tif,2379,3.084,0.001,19.264,255,,3
FK2021CL_(265)-Profundidad de enfoque extendida-19-Exportar imagen-19_m16_DAPI.tif,2482,2.809,0.001,17.548,255,,3
FK2021CL_(266)-Profundidad de enfoque extendida-07-Exportar imagen-05_m01_DAPI.tif,2195,4.387,0.002,27.405,255,,3
FK2021CL_(266)-Profundidad de enfoque extendida-07-Exportar imagen-05_m02_DAPI.tif,2047,3.744,0.002,23.389,255,,3
FK2021CL_(266)-Profundidad de enfoque extendida-07-Exportar imagen-05_m03_DAPI.tif,2056,4.509,0.002,28.164,255,,3
FK2021CL_(266)-Profundidad de enfoque extendida-07-Exportar imagen-05_m04_DAPI.tif,1915,5.724,0.003,35.755,255,,3
FK2021CL_(266)-Profundidad de enfoque extendida-07-Exportar imagen-05_m05_DAPI.tif,1920,4.247,0.002,26.528,255,,3
FK2021CL_(266)-Profundidad de enfoque extendida-07-Exportar imagen-05_m06_DAPI.tif,2006,3.398,0.002,21.228,255,,3
FK2021CL_(266)-Profundidad de enfoque extendida-07-Exportar imagen-05_m07_DAPI.tif,1992,2.946,0.001,18.406,255,,3
FK2021CL_(266)-Profundidad de enfoque extendida-07-Exportar imagen-05_m08_DAPI.tif,1955,2.789,0.001,17.421,255,,3
FK2021CL_(266)-Profundidad de enfoque extendida-07-Exportar imagen-05_m09_DAPI.tif,1789,2.075,0.001,12.961,255,,3
FK2021CL_(266)-Profundidad de enfoque extendida-07-Exportar imagen-05_m10_DAPI.tif,1817,2.246,0.001,14.028,255,,3
FK2021CL_(266)-Profundidad de enfoque extendida-07-Exportar imagen-05_m11_DAPI.tif,1899,2.884,0.002,18.013,255,,3
FK2021CL_(266)-Profundidad de enfoque extendida-07-Exportar imagen-05_m12_DAPI.tif,2055,3.728,0.002,23.286,255,,3
FK2021CL_(266)-Profundidad de enfoque extendida-07-Exportar imagen-05_m13_DAPI.tif,1882,2.527,0.001,15.788,255,,3
FK2021CL_(266)-Profundidad de enfoque extendida-07-Exportar imagen-05_m14_DAPI.tif,1728,1.538,8.90E-04,9.61,255,,3
FK2021CL_(266)-Profundidad de enfoque extendida-07-Exportar imagen-05_m15_DAPI.tif,1463,1.679,0.001,10.49,255,,3
FK2021CL_(266)-Profundidad de enfoque extendida-07-Exportar imagen-05_m16_DAPI.tif,1402,1.44,0.001,8.996,255,,3
FK2021CL_(266)-Profundidad de enfoque extendida-20-Exportar imagen-18_m01_DAPI.tif,2195,4.387,0.002,27.405,255,,3
FK2021CL_(266)-Profundidad de enfoque extendida-20-Exportar imagen-18_m02_DAPI.tif,2047,3.744,0.002,23.389,255,,3
FK2021CL_(266)-Profundidad de enfoque extendida-20-Exportar imagen-18_m03_DAPI.tif,2043,4.669,0.002,29.167,255,,3
FK2021CL_(266)-Profundidad de enfoque extendida-20-Exportar imagen-18_m04_DAPI.tif,1905,5.662,0.003,35.37,255,,3
FK2021CL_(266)-Profundidad de enfoque extendida-20-Exportar imagen-18_m05_DAPI.tif,1918,4.294,0.002,26.822,255,,3
FK2021CL_(266)-Profundidad de enfoque extendida-20-Exportar imagen-18_m06_DAPI.tif,2006,3.398,0.002,21.228,255,,3
FK2021CL_(266)-Profundidad de enfoque extendida-20-Exportar imagen-18_m07_DAPI.tif,2000,2.978,0.001,18.605,255,,3
FK2021CL_(266)-Profundidad de enfoque extendida-20-Exportar imagen-18_m08_DAPI.tif,1955,2.789,0.001,17.421,255,,3
FK2021CL_(266)-Profundidad de enfoque extendida-20-Exportar imagen-18_m09_DAPI.tif,1782,2.096,0.001,13.091,255,,3
FK2021CL_(266)-Profundidad de enfoque extendida-20-Exportar imagen-18_m10_DAPI.tif,1825,2.223,0.001,13.886,255,,3
FK2021CL_(266)-Profundidad de enfoque extendida-20-Exportar imagen-18_m11_DAPI.tif,1892,2.985,0.002,18.648,255,,3
FK2021CL_(266)-Profundidad de enfoque extendida-20-Exportar imagen-18_m12_DAPI.tif,2055,3.728,0.002,23.286,255,,3
FK2021CL_(266)-Profundidad de enfoque extendida-20-Exportar imagen-18_m13_DAPI.tif,1895,2.472,0.001,15.445,255,,3
FK2021CL_(266)-Profundidad de enfoque extendida-20-Exportar imagen-18_m14_DAPI.tif,1722,1.571,9.13E-04,9.815,255,,3
FK2021CL_(266)-Profundidad de enfoque extendida-20-Exportar imagen-18_m15_DAPI.tif,1463,1.696,0.001,10.597,255,,3
FK2021CL_(266)-Profundidad de enfoque extendida-20-Exportar imagen-18_m16_DAPI.tif,1410,1.455,0.001,9.086,255,,3
FK2021CL_(266)-Profundidad de enfoque extendida-20-Exportar imagen-19_m01_DAPI.tif,2195,4.387,0.002,27.405,255,,3
FK2021CL_(266)-Profundidad de enfoque extendida-20-Exportar imagen-19_m02_DAPI.tif,2047,3.744,0.002,23.389,255,,3
FK2021CL_(266)-Profundidad de enfoque extendida-20-Exportar imagen-19_m03_DAPI.tif,2043,4.669,0.002,29.167,255,,3
FK2021CL_(266)-Profundidad de enfoque extendida-20-Exportar imagen-19_m04_DAPI.tif,1905,5.662,0.003,35.37,255,,3
FK2021CL_(266)-Profundidad de enfoque extendida-20-Exportar imagen-19_m05_DAPI.tif,1918,4.294,0.002,26.822,255,,3
FK2021CL_(266)-Profundidad de enfoque extendida-20-Exportar imagen-19_m06_DAPI.tif,2006,3.398,0.002,21.228,255,,3
FK2021CL_(266)-Profundidad de enfoque extendida-20-Exportar imagen-19_m07_DAPI.tif,2000,2.978,0.001,18.605,255,,3
FK2021CL_(266)-Profundidad de enfoque extendida-20-Exportar imagen-19_m08_DAPI.tif,1955,2.789,0.001,17.421,255,,3
FK2021CL_(266)-Profundidad de enfoque extendida-20-Exportar imagen-19_m09_DAPI.tif,1782,2.096,0.001,13.091,255,,3
FK2021CL_(266)-Profundidad de enfoque extendida-20-Exportar imagen-19_m10_DAPI.tif,1825,2.223,0.001,13.886,255,,3
FK2021CL_(266)-Profundidad de enfoque extendida-20-Exportar imagen-19_m11_DAPI.tif,1892,2.985,0.002,18.648,255,,3
FK2021CL_(266)-Profundidad de enfoque extendida-20-Exportar imagen-19_m12_DAPI.tif,2055,3.728,0.002,23.286,255,,3
FK2021CL_(266)-Profundidad de enfoque extendida-20-Exportar imagen-19_m13_DAPI.tif,1895,2.472,0.001,15.445,255,,3
FK2021CL_(266)-Profundidad de enfoque extendida-20-Exportar imagen-19_m14_DAPI.tif,1722,1.571,9.13E-04,9.815,255,,3
FK2021CL_(266)-Profundidad de enfoque extendida-20-Exportar imagen-19_m15_DAPI.tif,1463,1.696,0.001,10.597,255,,3
FK2021CL_(266)-Profundidad de enfoque extendida-20-Exportar imagen-19_m16_DAPI.tif,1410,1.455,0.001,9.086,255,,3
FK2021CL_(266)-Profundidad de enfoque extendida-20-Exportar imagen-20_m01_DAPI.tif,2195,4.387,0.002,27.405,255,,3
FK2021CL_(266)-Profundidad de enfoque extendida-20-Exportar imagen-20_m02_DAPI.tif,2047,3.744,0.002,23.389,255,,3
FK2021CL_(266)-Profundidad de enfoque extendida-20-Exportar imagen-20_m03_DAPI.tif,2043,4.669,0.002,29.167,255,,3
FK2021CL_(266)-Profundidad de enfoque extendida-20-Exportar imagen-20_m04_DAPI.tif,1905,5.662,0.003,35.37,255,,3
FK2021CL_(266)-Profundidad de enfoque extendida-20-Exportar imagen-20_m05_DAPI.tif,1918,4.294,0.002,26.822,255,,3
FK2021CL_(266)-Profundidad de enfoque extendida-20-Exportar imagen-20_m06_DAPI.tif,2006,3.398,0.002,21.228,255,,3
FK2021CL_(266)-Profundidad de enfoque extendida-20-Exportar imagen-20_m07_DAPI.tif,2000,2.978,0.001,18.605,255,,3
FK2021CL_(266)-Profundidad de enfoque extendida-20-Exportar imagen-20_m08_DAPI.tif,1955,2.789,0.001,17.421,255,,3
FK2021CL_(266)-Profundidad de enfoque extendida-20-Exportar imagen-20_m09_DAPI.tif,1782,2.096,0.001,13.091,255,,3
FK2021CL_(266)-Profundidad de enfoque extendida-20-Exportar imagen-20_m10_DAPI.tif,1825,2.223,0.001,13.886,255,,3
FK2021CL_(266)-Profundidad de enfoque extendida-20-Exportar imagen-20_m11_DAPI.tif,1892,2.985,0.002,18.648,255,,3
FK2021CL_(266)-Profundidad de enfoque extendida-20-Exportar imagen-20_m12_DAPI.tif,2055,3.728,0.002,23.286,255,,3
FK2021CL_(266)-Profundidad de enfoque extendida-20-Exportar imagen-20_m13_DAPI.tif,1895,2.472,0.001,15.445,255,,3
FK2021CL_(266)-Profundidad de enfoque extendida-20-Exportar imagen-20_m14_DAPI.tif,1722,1.571,9.13E-04,9.815,255,,3
FK2021CL_(266)-Profundidad de enfoque extendida-20-Exportar imagen-20_m15_DAPI.tif,1463,1.696,0.001,10.597,255,,3
FK2021CL_(266)-Profundidad de enfoque extendida-20-Exportar imagen-20_m16_DAPI.tif,1410,1.455,0.001,9.086,255,,3
FK2021CL_(268)-Profundidad de enfoque extendida-09-Exportar imagen-03_m01_DAPI.tif,2492,2.821,0.001,17.623,255,,3
FK2021CL_(268)-Profundidad de enfoque extendida-09-Exportar imagen-03_m02_DAPI.tif,1601,2.278,0.001,14.228,255,,3
FK2021CL_(268)-Profundidad de enfoque extendida-09-Exportar imagen-03_m03_DAPI.tif,1826,2.791,0.002,17.436,255,,3
FK2021CL_(268)-Profundidad de enfoque extendida-09-Exportar imagen-03_m04_DAPI.tif,2418,4.595,0.002,28.703,255,,3
FK2021CL_(268)-Profundidad de enfoque extendida-09-Exportar imagen-03_m05_DAPI.tif,1900,2.312,0.001,14.445,255,,3
FK2021CL_(268)-Profundidad de enfoque extendida-09-Exportar imagen-03_m06_DAPI.tif,1461,1.787,0.001,11.163,255,,3
FK2021CL_(268)-Profundidad de enfoque extendida-09-Exportar imagen-03_m07_DAPI.tif,1559,1.956,0.001,12.216,255,,3
FK2021CL_(268)-Profundidad de enfoque extendida-09-Exportar imagen-03_m08_DAPI.tif,1798,2.188,0.001,13.669,255,,3
FK2021CL_(268)-Profundidad de enfoque extendida-09-Exportar imagen-03_m09_DAPI.tif,1514,1.938,0.001,12.108,255,,3
FK2021CL_(268)-Profundidad de enfoque extendida-09-Exportar imagen-03_m10_DAPI.tif,1665,1.966,0.001,12.279,255,,3
FK2021CL_(268)-Profundidad de enfoque extendida-09-Exportar imagen-03_m11_DAPI.tif,1504,1.818,0.001,11.354,255,,3
FK2021CL_(268)-Profundidad de enfoque extendida-09-Exportar imagen-03_m12_DAPI.tif,1478,1.8,0.001,11.245,255,,3
FK2021CL_(268)-Profundidad de enfoque extendida-09-Exportar imagen-03_m13_DAPI.tif,1558,2.13,0.001,13.303,255,,3
FK2021CL_(268)-Profundidad de enfoque extendida-09-Exportar imagen-03_m14_DAPI.tif,1389,1.762,0.001,11.006,255,,3
FK2021CL_(268)-Profundidad de enfoque extendida-09-Exportar imagen-03_m15_DAPI.tif,2371,1.709,7.21E-04,10.674,255,,3
FK2021CL_(268)-Profundidad de enfoque extendida-09-Exportar imagen-03_m16_DAPI.tif,1630,1.716,0.001,10.717,255,,3
FK2021CL_(268)-Profundidad de enfoque extendida-21-Exportar imagen-19_m01_DAPI.tif,2095,2.581,0.001,16.123,255,,3
FK2021CL_(268)-Profundidad de enfoque extendida-21-Exportar imagen-19_m02_DAPI.tif,1534,2.172,0.001,13.57,255,,3
FK2021CL_(268)-Profundidad de enfoque extendida-21-Exportar imagen-19_m03_DAPI.tif,1759,2.627,0.001,16.411,255,,3
FK2021CL_(268)-Profundidad de enfoque extendida-21-Exportar imagen-19_m04_DAPI.tif,2079,4.214,0.002,26.326,255,,3
FK2021CL_(268)-Profundidad de enfoque extendida-21-Exportar imagen-19_m05_DAPI.tif,1823,2.206,0.001,13.78,255,,3
FK2021CL_(268)-Profundidad de enfoque extendida-21-Exportar imagen-19_m06_DAPI.tif,1406,1.708,0.001,10.67,255,,3
FK2021CL_(268)-Profundidad de enfoque extendida-21-Exportar imagen-19_m07_DAPI.tif,1528,1.871,0.001,11.686,255,,3
FK2021CL_(268)-Profundidad de enfoque extendida-21-Exportar imagen-19_m08_DAPI.tif,1748,2.121,0.001,13.25,255,,3
FK2021CL_(268)-Profundidad de enfoque extendida-21-Exportar imagen-19_m09_DAPI.tif,1478,1.857,0.001,11.6,255,,3
FK2021CL_(268)-Profundidad de enfoque extendida-21-Exportar imagen-19_m10_DAPI.tif,1680,1.938,0.001,12.104,255,,3
FK2021CL_(268)-Profundidad de enfoque extendida-21-Exportar imagen-19_m11_DAPI.tif,1481,1.791,0.001,11.19,255,,3
FK2021CL_(268)-Profundidad de enfoque extendida-21-Exportar imagen-19_m12_DAPI.tif,1452,1.723,0.001,10.761,255,,3
FK2021CL_(268)-Profundidad de enfoque extendida-21-Exportar imagen-19_m13_DAPI.tif,1554,2.1,0.001,13.117,255,,3
FK2021CL_(268)-Profundidad de enfoque extendida-21-Exportar imagen-19_m14_DAPI.tif,1393,1.74,0.001,10.866,255,,3
FK2021CL_(268)-Profundidad de enfoque extendida-21-Exportar imagen-19_m15_DAPI.tif,2131,1.645,7.72E-04,10.277,255,,3
FK2021CL_(268)-Profundidad de enfoque extendida-21-Exportar imagen-19_m16_DAPI.tif,1552,1.69,0.001,10.557,255,,3
FK2021CL_(268)-Profundidad de enfoque extendida-21-Exportar imagen-21_m01_DAPI.tif,2095,2.581,0.001,16.123,255,,3
FK2021CL_(268)-Profundidad de enfoque extendida-21-Exportar imagen-21_m02_DAPI.tif,1534,2.172,0.001,13.57,255,,3
FK2021CL_(268)-Profundidad de enfoque extendida-21-Exportar imagen-21_m03_DAPI.tif,1759,2.627,0.001,16.411,255,,3
FK2021CL_(268)-Profundidad de enfoque extendida-21-Exportar imagen-21_m04_DAPI.tif,2079,4.214,0.002,26.326,255,,3
FK2021CL_(268)-Profundidad de enfoque extendida-21-Exportar imagen-21_m05_DAPI.tif,1823,2.206,0.001,13.78,255,,3
FK2021CL_(268)-Profundidad de enfoque extendida-21-Exportar imagen-21_m06_DAPI.tif,1406,1.708,0.001,10.67,255,,3
FK2021CL_(268)-Profundidad de enfoque extendida-21-Exportar imagen-21_m07_DAPI.tif,1528,1.871,0.001,11.686,255,,3
FK2021CL_(268)-Profundidad de enfoque extendida-21-Exportar imagen-21_m08_DAPI.tif,1748,2.121,0.001,13.25,255,,3
FK2021CL_(268)-Profundidad de enfoque extendida-21-Exportar imagen-21_m09_DAPI.tif,1478,1.857,0.001,11.6,255,,3
FK2021CL_(268)-Profundidad de enfoque extendida-21-Exportar imagen-21_m10_DAPI.tif,1680,1.938,0.001,12.104,255,,3
FK2021CL_(268)-Profundidad de enfoque extendida-21-Exportar imagen-21_m11_DAPI.tif,1481,1.791,0.001,11.19,255,,3
FK2021CL_(268)-Profundidad de enfoque extendida-21-Exportar imagen-21_m12_DAPI.tif,1452,1.723,0.001,10.761,255,,3
FK2021CL_(268)-Profundidad de enfoque extendida-21-Exportar imagen-21_m13_DAPI.tif,1554,2.1,0.001,13.117,255,,3
FK2021CL_(268)-Profundidad de enfoque extendida-21-Exportar imagen-21_m14_DAPI.tif,1393,1.74,0.001,10.866,255,,3
FK2021CL_(268)-Profundidad de enfoque extendida-21-Exportar imagen-21_m15_DAPI.tif,2131,1.645,7.72E-04,10.277,255,,3
FK2021CL_(268)-Profundidad de enfoque extendida-21-Exportar imagen-21_m16_DAPI.tif,1552,1.69,0.001,10.557,255,,3
FK2021CL_(270)-Profundidad de enfoque extendida-05-Exportar imagen-12_m01_DAPI.tif,2041,2.878,0.001,17.978,255,,3
FK2021CL_(270)-Profundidad de enfoque extendida-05-Exportar imagen-12_m02_DAPI.tif,2038,3.757,0.002,23.467,255,,3
FK2021CL_(270)-Profundidad de enfoque extendida-05-Exportar imagen-12_m03_DAPI.tif,1912,4.106,0.002,25.648,255,,3
FK2021CL_(270)-Profundidad de enfoque extendida-05-Exportar imagen-12_m04_DAPI.tif,1744,4.007,0.002,25.03,255,,3
FK2021CL_(270)-Profundidad de enfoque extendida-05-Exportar imagen-12_m05_DAPI.tif,1782,2.805,0.002,17.522,255,,3
FK2021CL_(270)-Profundidad de enfoque extendida-05-Exportar imagen-12_m06_DAPI.tif,1880,2.646,0.001,16.532,255,,3
FK2021CL_(270)-Profundidad de enfoque extendida-05-Exportar imagen-12_m07_DAPI.tif,1964,2.15,0.001,13.432,255,,3
FK2021CL_(270)-Profundidad de enfoque extendida-05-Exportar imagen-12_m08_DAPI.tif,1772,1.442,8.14E-04,9.006,255,,3
FK2021CL_(270)-Profundidad de enfoque extendida-05-Exportar imagen-12_m09_DAPI.tif,1450,0.997,6.87E-04,6.226,255,,3
FK2021CL_(270)-Profundidad de enfoque extendida-05-Exportar imagen-12_m10_DAPI.tif,1614,1.077,6.67E-04,6.728,255,,3
FK2021CL_(270)-Profundidad de enfoque extendida-05-Exportar imagen-12_m11_DAPI.tif,1591,1.638,0.001,10.232,255,,3
FK2021CL_(270)-Profundidad de enfoque extendida-05-Exportar imagen-12_m12_DAPI.tif,1738,2.506,0.001,15.653,255,,3
FK2021CL_(270)-Profundidad de enfoque extendida-05-Exportar imagen-12_m13_DAPI.tif,1842,1.607,8.72E-04,10.037,255,,3
FK2021CL_(270)-Profundidad de enfoque extendida-05-Exportar imagen-12_m14_DAPI.tif,1603,1.211,7.55E-04,7.564,255,,3
FK2021CL_(270)-Profundidad de enfoque extendida-05-Exportar imagen-12_m15_DAPI.tif,1488,1.15,7.73E-04,7.181,255,,3
FK2021CL_(270)-Profundidad de enfoque extendida-05-Exportar imagen-12_m16_DAPI.tif,1645,1.199,7.29E-04,7.493,255,,3
FK2021CL_(270)-Profundidad de enfoque extendida-11-Exportar imagen-04_m01_DAPI.tif,2030,2.912,0.001,18.188,255,,3
FK2021CL_(270)-Profundidad de enfoque extendida-11-Exportar imagen-04_m02_DAPI.tif,2052,3.669,0.002,22.917,255,,3
FK2021CL_(270)-Profundidad de enfoque extendida-11-Exportar imagen-04_m03_DAPI.tif,1906,4.015,0.002,25.079,255,,3
FK2021CL_(270)-Profundidad de enfoque extendida-11-Exportar imagen-04_m04_DAPI.tif,1733,3.921,0.002,24.495,255,,3
FK2021CL_(270)-Profundidad de enfoque extendida-11-Exportar imagen-04_m05_DAPI.tif,1782,2.805,0.002,17.522,255,,3
FK2021CL_(270)-Profundidad de enfoque extendida-11-Exportar imagen-04_m06_DAPI.tif,1880,2.646,0.001,16.532,255,,3
FK2021CL_(270)-Profundidad de enfoque extendida-11-Exportar imagen-04_m07_DAPI.tif,1964,2.15,0.001,13.432,255,,3
FK2021CL_(270)-Profundidad de enfoque extendida-11-Exportar imagen-04_m08_DAPI.tif,1767,1.424,8.06E-04,8.897,255,,3
FK2021CL_(270)-Profundidad de enfoque extendida-11-Exportar imagen-04_m09_DAPI.tif,1452,0.951,6.55E-04,5.942,255,,3
FK2021CL_(270)-Profundidad de enfoque extendida-11-Exportar imagen-04_m10_DAPI.tif,1607,1.064,6.62E-04,6.648,255,,3
FK2021CL_(270)-Profundidad de enfoque extendida-11-Exportar imagen-04_m11_DAPI.tif,1596,1.617,0.001,10.103,255,,3
FK2021CL_(270)-Profundidad de enfoque extendida-11-Exportar imagen-04_m12_DAPI.tif,1738,2.506,0.001,15.653,255,,3
FK2021CL_(270)-Profundidad de enfoque extendida-11-Exportar imagen-04_m13_DAPI.tif,1857,1.601,8.62E-04,10,255,,3
FK2021CL_(270)-Profundidad de enfoque extendida-11-Exportar imagen-04_m14_DAPI.tif,1624,1.158,7.13E-04,7.232,255,,3
FK2021CL_(270)-Profundidad de enfoque extendida-11-Exportar imagen-04_m15_DAPI.tif,1494,1.101,7.37E-04,6.876,255,,3
FK2021CL_(270)-Profundidad de enfoque extendida-11-Exportar imagen-04_m16_DAPI.tif,1652,1.17,7.08E-04,7.311,255,,3
FK2021CL_(270)-Profundidad de enfoque extendida-24-Exportar imagen-20_m01_DAPI.tif,2162,2.379,0.001,14.861,255,,3
FK2021CL_(270)-Profundidad de enfoque extendida-24-Exportar imagen-20_m02_DAPI.tif,2215,2.952,0.001,18.443,255,,3
FK2021CL_(270)-Profundidad de enfoque extendida-24-Exportar imagen-20_m03_DAPI.tif,2074,3.277,0.002,20.47,255,,3
FK2021CL_(270)-Profundidad de enfoque extendida-24-Exportar imagen-20_m04_DAPI.tif,1891,3.196,0.002,19.963,255,,3
