Slice,Count,Total Area,Average Size,%Area,Mean,,Coupon
FK2021CL_(272)-Profundidad de enfoque extendida-13-Exportar imagen-02_m13_DAPI.tif,615,0.687,0.001,4.291,255,,3
FK2021CL_(272)-Profundidad de enfoque extendida-13-Exportar imagen-02_m14_DAPI.tif,371,0.366,9.86E-04,2.285,255,,3
FK2021CL_(272)-Profundidad de enfoque extendida-13-Exportar imagen-02_m15_DAPI.tif,335,0.34,0.001,2.125,255,,3
FK2021CL_(272)-Profundidad de enfoque extendida-13-Exportar imagen-02_m16_DAPI.tif,353,0.521,0.001,3.257,255,,3
FK2021CL_(272)-Profundidad de enfoque extendida-25-Exportar imagen-21_m01_DAPI.tif,1310,1.088,8.31E-04,6.798,255,,3
FK2021CL_(272)-Profundidad de enfoque extendida-25-Exportar imagen-21_m02_DAPI.tif,1439,1.141,7.93E-04,7.127,255,,3
FK2021CL_(272)-Profundidad de enfoque extendida-25-Exportar imagen-21_m03_DAPI.tif,1339,0.937,7.00E-04,5.851,255,,3
FK2021CL_(272)-Profundidad de enfoque extendida-25-Exportar imagen-21_m04_DAPI.tif,1621,0.969,5.98E-04,6.053,255,,3
FK2021CL_(272)-Profundidad de enfoque extendida-25-Exportar imagen-21_m05_DAPI.tif,1124,0.699,6.22E-04,4.368,255,,3
FK2021CL_(272)-Profundidad de enfoque extendida-25-Exportar imagen-21_m06_DAPI.tif,1216,0.648,5.33E-04,4.045,255,,3
FK2021CL_(272)-Profundidad de enfoque extendida-25-Exportar imagen-21_m07_DAPI.tif,1162,0.424,3.65E-04,2.648,255,,3
FK2021CL_(272)-Profundidad de enfoque extendida-25-Exportar imagen-21_m08_DAPI.tif,1148,0.421,3.67E-04,2.629,255,,3
FK2021CL_(272)-Profundidad de enfoque extendida-25-Exportar imagen-21_m09_DAPI.tif,636,0.35,5.50E-04,2.184,255,,3
FK2021CL_(272)-Profundidad de enfoque extendida-25-Exportar imagen-21_m10_DAPI.tif,728,0.25,3.43E-04,1.562,255,,3
FK2021CL_(272)-Profundidad de enfoque extendida-25-Exportar imagen-21_m11_DAPI.tif,1123,0.547,4.87E-04,3.417,255,,3
FK2021CL_(272)-Profundidad de enfoque extendida-25-Exportar imagen-21_m12_DAPI.tif,1207,0.596,4.94E-04,3.721,255,,3
FK2021CL_(272)-Profundidad de enfoque extendida-25-Exportar imagen-21_m13_DAPI.tif,652,0.449,6.89E-04,2.807,255,,3
FK2021CL_(272)-Profundidad de enfoque extendida-25-Exportar imagen-21_m14_DAPI.tif,396,0.24,6.05E-04,1.497,255,,3
FK2021CL_(272)-Profundidad de enfoque extendida-25-Exportar imagen-21_m15_DAPI.tif,355,0.224,6.31E-04,1.4,255,,3
FK2021CL_(272)-Profundidad de enfoque extendida-25-Exportar imagen-21_m16_DAPI.tif,390,0.349,8.95E-04,2.18,255,,3
FK2021CL_(272)-Profundidad de enfoque extendida-25-Exportar imagen-22_m01_DAPI.tif,1310,1.088,8.31E-04,6.798,255,,3
FK2021CL_(272)-Profundidad de enfoque extendida-25-Exportar imagen-22_m02_DAPI.tif,1439,1.141,7.93E-04,7.127,255,,3
FK2021CL_(272)-Profundidad de enfoque extendida-25-Exportar imagen-22_m03_DAPI.tif,1339,0.937,7.00E-04,5.851,255,,3
FK2021CL_(272)-Profundidad de enfoque extendida-25-Exportar imagen-22_m04_DAPI.tif,1621,0.969,5.98E-04,6.053,255,,3
FK2021CL_(272)-Profundidad de enfoque extendida-25-Exportar imagen-22_m05_DAPI.tif,1124,0.699,6.22E-04,4.368,255,,3
FK2021CL_(272)-Profundidad de enfoque extendida-25-Exportar imagen-22_m06_DAPI.tif,1216,0.648,5.33E-04,4.045,255,,3
FK2021CL_(272)-Profundidad de enfoque extendida-25-Exportar imagen-22_m07_DAPI.tif,1162,0.424,3.65E-04,2.648,255,,3
FK2021CL_(272)-Profundidad de enfoque extendida-25-Exportar imagen-22_m08_DAPI.tif,1148,0.421,3.67E-04,2.629,255,,3
FK2021CL_(272)-Profundidad de enfoque extendida-25-Exportar imagen-22_m09_DAPI.tif,636,0.35,5.50E-04,2.184,255,,3
FK2021CL_(272)-Profundidad de enfoque extendida-25-Exportar imagen-22_m10_DAPI.tif,728,0.25,3.43E-04,1.562,255,,3
FK2021CL_(272)-Profundidad de enfoque extendida-25-Exportar imagen-22_m11_DAPI.tif,1123,0.547,4.87E-04,3.417,255,,3
FK2021CL_(272)-Profundidad de enfoque extendida-25-Exportar imagen-22_m12_DAPI.tif,1207,0.596,4.94E-04,3.721,255,,3
FK2021CL_(272)-Profundidad de enfoque extendida-25-Exportar imagen-22_m13_DAPI.tif,652,0.449,6.89E-04,2.807,255,,3
FK2021CL_(272)-Profundidad de enfoque extendida-25-Exportar imagen-22_m14_DAPI.tif,396,0.24,6.05E-04,1.497,255,,3
FK2021CL_(272)-Profundidad de enfoque extendida-25-Exportar imagen-22_m15_DAPI.tif,355,0.224,6.31E-04,1.4,255,,3
FK2021CL_(272)-Profundidad de enfoque extendida-25-Exportar imagen-22_m16_DAPI.tif,390,0.349,8.95E-04,2.18,255,,3
FK2021CL_(272)-Profundidad de enfoque extendida-25-Exportar imagen-23_m01_DAPI.tif,1310,1.088,8.31E-04,6.798,255,,3
FK2021CL_(272)-Profundidad de enfoque extendida-25-Exportar imagen-23_m02_DAPI.tif,1439,1.141,7.93E-04,7.127,255,,3
FK2021CL_(272)-Profundidad de enfoque extendida-25-Exportar imagen-23_m03_DAPI.tif,1339,0.937,7.00E-04,5.851,255,,3
FK2021CL_(272)-Profundidad de enfoque extendida-25-Exportar imagen-23_m04_DAPI.tif,1621,0.969,5.98E-04,6.053,255,,3
FK2021CL_(272)-Profundidad de enfoque extendida-25-Exportar imagen-23_m05_DAPI.tif,1124,0.699,6.22E-04,4.368,255,,3
FK2021CL_(272)-Profundidad de enfoque extendida-25-Exportar imagen-23_m06_DAPI.tif,1216,0.648,5.33E-04,4.045,255,,3
FK2021CL_(272)-Profundidad de enfoque extendida-25-Exportar imagen-23_m07_DAPI.tif,1162,0.424,3.65E-04,2.648,255,,3
FK2021CL_(272)-Profundidad de enfoque extendida-25-Exportar imagen-23_m08_DAPI.tif,1148,0.421,3.67E-04,2.629,255,,3
FK2021CL_(272)-Profundidad de enfoque extendida-25-Exportar imagen-23_m09_DAPI.tif,636,0.35,5.50E-04,2.184,255,,3
FK2021CL_(272)-Profundidad de enfoque extendida-25-Exportar imagen-23_m10_DAPI.tif,728,0.25,3.43E-04,1.562,255,,3
FK2021CL_(272)-Profundidad de enfoque extendida-25-Exportar imagen-23_m11_DAPI.tif,1123,0.547,4.87E-04,3.417,255,,3
FK2021CL_(272)-Profundidad de enfoque extendida-25-Exportar imagen-23_m12_DAPI.tif,1207,0.596,4.94E-04,3.721,255,,3
FK2021CL_(272)-Profundidad de enfoque extendida-25-Exportar imagen-23_m13_DAPI.tif,652,0.449,6.89E-04,2.807,255,,3
FK2021CL_(272)-Profundidad de enfoque extendida-25-Exportar imagen-23_m14_DAPI.tif,396,0.24,6.05E-04,1.497,255,,3
FK2021CL_(272)-Profundidad de enfoque extendida-25-Exportar imagen-23_m15_DAPI.tif,355,0.224,6.31E-04,1.4,255,,3
FK2021CL_(272)-Profundidad de enfoque extendida-25-Exportar imagen-23_m16_DAPI.tif,390,0.349,8.95E-04,2.18,255,,3
FK2021CL_(278)-Profundidad de enfoque extendida-02-Exportar imagen-44_m01_DAPI.tif,7309,12.925,0.002,80.736,255,,15
FK2021CL_(278)-Profundidad de enfoque extendida-02-Exportar imagen-44_m02_DAPI.tif,20835,9.677,4.64E-04,60.447,255,,15
FK2021CL_(278)-Profundidad de enfoque extendida-02-Exportar imagen-44_m03_DAPI.tif,23281,8.97,3.85E-04,56.033,255,,15
FK2021CL_(278)-Profundidad de enfoque extendida-02-Exportar imagen-44_m04_DAPI.tif,14427,10.719,7.43E-04,66.962,255,,15
FK2021CL_(278)-Profundidad de enfoque extendida-02-Exportar imagen-44_m05_DAPI.tif,16680,8.156,4.89E-04,50.946,255,,15
FK2021CL_(278)-Profundidad de enfoque extendida-02-Exportar imagen-44_m06_DAPI.tif,15913,4.089,2.57E-04,25.542,255,,15
FK2021CL_(278)-Profundidad de enfoque extendida-02-Exportar imagen-44_m07_DAPI.tif,16347,5.462,3.34E-04,34.121,255,,15
FK2021CL_(278)-Profundidad de enfoque extendida-02-Exportar imagen-44_m08_DAPI.tif,21223,6.866,3.24E-04,42.888,255,,15
FK2021CL_(278)-Profundidad de enfoque extendida-02-Exportar imagen-44_m09_DAPI.tif,14127,8.793,6.22E-04,54.928,255,,15
FK2021CL_(278)-Profundidad de enfoque extendida-02-Exportar imagen-44_m10_DAPI.tif,20757,3.518,1.70E-04,21.977,255,,15
FK2021CL_(278)-Profundidad de enfoque extendida-02-Exportar imagen-44_m11_DAPI.tif,14676,3.267,2.23E-04,20.41,255,,15
FK2021CL_(278)-Profundidad de enfoque extendida-02-Exportar imagen-44_m12_DAPI.tif,20119,6.006,2.99E-04,37.52,255,,15
FK2021CL_(278)-Profundidad de enfoque extendida-02-Exportar imagen-44_m13_DAPI.tif,10188,9.919,9.74E-04,61.96,255,,15
FK2021CL_(278)-Profundidad de enfoque extendida-02-Exportar imagen-44_m14_DAPI.tif,15491,5.869,3.79E-04,36.663,255,,15
FK2021CL_(278)-Profundidad de enfoque extendida-02-Exportar imagen-44_m15_DAPI.tif,17577,5.357,3.05E-04,33.466,255,,15
FK2021CL_(278)-Profundidad de enfoque extendida-02-Exportar imagen-44_m16_DAPI.tif,21452,7.535,3.51E-04,47.072,255,,15
FK2021CL_(279)-Profundidad de enfoque extendida-03-Exportar imagen-43_m01_DAPI.tif,13002,5.04,3.88E-04,31.486,255,,15
FK2021CL_(279)-Profundidad de enfoque extendida-03-Exportar imagen-43_m02_DAPI.tif,4679,1.648,3.52E-04,10.292,255,,15
FK2021CL_(279)-Profundidad de enfoque extendida-03-Exportar imagen-43_m03_DAPI.tif,3712,1.583,4.26E-04,9.886,255,,15
FK2021CL_(279)-Profundidad de enfoque extendida-03-Exportar imagen-43_m04_DAPI.tif,4789,1.405,2.93E-04,8.776,255,,15
FK2021CL_(279)-Profundidad de enfoque extendida-03-Exportar imagen-43_m05_DAPI.tif,15721,3.268,2.08E-04,20.412,255,,15
FK2021CL_(279)-Profundidad de enfoque extendida-03-Exportar imagen-43_m06_DAPI.tif,5257,2.119,4.03E-04,13.236,255,,15
FK2021CL_(279)-Profundidad de enfoque extendida-03-Exportar imagen-43_m07_DAPI.tif,3511,1.766,5.03E-04,11.031,255,,15
FK2021CL_(279)-Profundidad de enfoque extendida-03-Exportar imagen-43_m08_DAPI.tif,5870,2.239,3.81E-04,13.987,255,,15
FK2021CL_(279)-Profundidad de enfoque extendida-03-Exportar imagen-43_m09_DAPI.tif,3529,1.629,4.62E-04,10.176,255,,15
FK2021CL_(279)-Profundidad de enfoque extendida-03-Exportar imagen-43_m10_DAPI.tif,2320,1.558,6.72E-04,9.733,255,,15
FK2021CL_(279)-Profundidad de enfoque extendida-03-Exportar imagen-43_m11_DAPI.tif,3952,1.676,4.24E-04,10.466,255,,15
FK2021CL_(279)-Profundidad de enfoque extendida-03-Exportar imagen-43_m12_DAPI.tif,9972,2.738,2.75E-04,17.102,255,,15
FK2021CL_(279)-Profundidad de enfoque extendida-03-Exportar imagen-43_m13_DAPI.tif,9811,3.001,3.06E-04,18.748,255,,15
FK2021CL_(279)-Profundidad de enfoque extendida-03-Exportar imagen-43_m14_DAPI.tif,4366,1.701,3.90E-04,10.625,255,,15
FK2021CL_(279)-Profundidad de enfoque extendida-03-Exportar imagen-43_m15_DAPI.tif,2573,1.129,4.39E-04,7.054,255,,15
FK2021CL_(279)-Profundidad de enfoque extendida-03-Exportar imagen-43_m16_DAPI.tif,2883,1.325,4.60E-04,8.275,255,,15
FK2021CL_(280)-Profundidad de enfoque extendida-04-Exportar imagen-42_m01_DAPI.tif,16987,4.168,2.45E-04,26.036,255,,15
FK2021CL_(280)-Profundidad de enfoque extendida-04-Exportar imagen-42_m02_DAPI.tif,12711,3.325,2.62E-04,20.769,255,,15
FK2021CL_(280)-Profundidad de enfoque extendida-04-Exportar imagen-42_m03_DAPI.tif,13527,3.066,2.27E-04,19.155,255,,15
FK2021CL_(280)-Profundidad de enfoque extendida-04-Exportar imagen-42_m04_DAPI.tif,11801,2.7,2.29E-04,16.867,255,,15
FK2021CL_(280)-Profundidad de enfoque extendida-04-Exportar imagen-42_m05_DAPI.tif,15697,3.123,1.99E-04,19.509,255,,15
FK2021CL_(280)-Profundidad de enfoque extendida-04-Exportar imagen-42_m06_DAPI.tif,5195,1.824,3.51E-04,11.391,255,,15
FK2021CL_(280)-Profundidad de enfoque extendida-04-Exportar imagen-42_m07_DAPI.tif,3580,1.567,4.38E-04,9.788,255,,15
FK2021CL_(280)-Profundidad de enfoque extendida-04-Exportar imagen-42_m08_DAPI.tif,3888,1.737,4.47E-04,10.851,255,,15
FK2021CL_(280)-Profundidad de enfoque extendida-04-Exportar imagen-42_m09_DAPI.tif,5489,1.793,3.27E-04,11.202,255,,15
FK2021CL_(280)-Profundidad de enfoque extendida-04-Exportar imagen-42_m10_DAPI.tif,2658,1.181,4.44E-04,7.376,255,,15
FK2021CL_(280)-Profundidad de enfoque extendida-04-Exportar imagen-42_m11_DAPI.tif,4224,1.493,3.54E-04,9.329,255,,15
FK2021CL_(280)-Profundidad de enfoque extendida-04-Exportar imagen-42_m12_DAPI.tif,8521,1.964,2.31E-04,12.271,255,,15
FK2021CL_(280)-Profundidad de enfoque extendida-04-Exportar imagen-42_m13_DAPI.tif,9096,2.492,2.74E-04,15.565,255,,15
FK2021CL_(280)-Profundidad de enfoque extendida-04-Exportar imagen-42_m14_DAPI.tif,2562,1.089,4.25E-04,6.801,255,,15
FK2021CL_(280)-Profundidad de enfoque extendida-04-Exportar imagen-42_m15_DAPI.tif,1984,0.873,4.40E-04,5.451,255,,15
FK2021CL_(280)-Profundidad de enfoque extendida-04-Exportar imagen-42_m16_DAPI.tif,2694,1.119,4.15E-04,6.99,255,,15
FK2021CL_(282)-Profundidad de enfoque extendida-06-Exportar imagen-41_m01_DAPI.tif,23307,4.587,1.97E-04,28.657,255,,15
FK2021CL_(282)-Profundidad de enfoque extendida-06-Exportar imagen-41_m02_DAPI.tif,15852,3.396,2.14E-04,21.214,255,,15
FK2021CL_(282)-Profundidad de enfoque extendida-06-Exportar imagen-41_m03_DAPI.tif,16198,3.634,2.24E-04,22.7,255,,15
FK2021CL_(282)-Profundidad de enfoque extendida-06-Exportar imagen-41_m04_DAPI.tif,10757,2.789,2.59E-04,17.423,255,,15
FK2021CL_(282)-Profundidad de enfoque extendida-06-Exportar imagen-41_m05_DAPI.tif,4237,1.675,3.95E-04,10.463,255,,15
FK2021CL_(282)-Profundidad de enfoque extendida-06-Exportar imagen-41_m06_DAPI.tif,3624,1.637,4.52E-04,10.227,255,,15
FK2021CL_(282)-Profundidad de enfoque extendida-06-Exportar imagen-41_m07_DAPI.tif,2897,1.729,5.97E-04,10.798,255,,15
FK2021CL_(282)-Profundidad de enfoque extendida-06-Exportar imagen-41_m08_DAPI.tif,4335,2.037,4.70E-04,12.723,255,,15
FK2021CL_(282)-Profundidad de enfoque extendida-06-Exportar imagen-41_m09_DAPI.tif,5219,2.188,4.19E-04,13.671,255,,15
FK2021CL_(282)-Profundidad de enfoque extendida-06-Exportar imagen-41_m10_DAPI.tif,2121,1.243,5.86E-04,7.766,255,,15
FK2021CL_(282)-Profundidad de enfoque extendida-06-Exportar imagen-41_m11_DAPI.tif,2387,1.336,5.60E-04,8.348,255,,15
FK2021CL_(282)-Profundidad de enfoque extendida-06-Exportar imagen-41_m12_DAPI.tif,6141,1.907,3.11E-04,11.915,255,,15
FK2021CL_(282)-Profundidad de enfoque extendida-06-Exportar imagen-41_m13_DAPI.tif,12036,3.002,2.49E-04,18.754,255,,15
FK2021CL_(282)-Profundidad de enfoque extendida-06-Exportar imagen-41_m14_DAPI.tif,3826,1.671,4.37E-04,10.435,255,,15
FK2021CL_(282)-Profundidad de enfoque extendida-06-Exportar imagen-41_m15_DAPI.tif,2794,1.341,4.80E-04,8.378,255,,15
FK2021CL_(282)-Profundidad de enfoque extendida-06-Exportar imagen-41_m16_DAPI.tif,8932,3.144,3.52E-04,19.641,255,,15
FK2021CL_(284)-Profundidad de enfoque extendida-07-Exportar imagen-40_m01_DAPI.tif,6171,2.658,4.31E-04,16.604,255,,15
FK2021CL_(284)-Profundidad de enfoque extendida-07-Exportar imagen-40_m02_DAPI.tif,6786,3.075,4.53E-04,19.206,255,,15
FK2021CL_(284)-Profundidad de enfoque extendida-07-Exportar imagen-40_m03_DAPI.tif,9202,3.753,4.08E-04,23.441,255,,15
FK2021CL_(284)-Profundidad de enfoque extendida-07-Exportar imagen-40_m04_DAPI.tif,8949,3.447,3.85E-04,21.533,255,,15
FK2021CL_(284)-Profundidad de enfoque extendida-07-Exportar imagen-40_m05_DAPI.tif,4707,2.961,6.29E-04,18.494,255,,15
FK2021CL_(284)-Profundidad de enfoque extendida-07-Exportar imagen-40_m06_DAPI.tif,3709,2.432,6.56E-04,15.192,255,,15
FK2021CL_(284)-Profundidad de enfoque extendida-07-Exportar imagen-40_m07_DAPI.tif,2786,1.973,7.08E-04,12.324,255,,15
FK2021CL_(284)-Profundidad de enfoque extendida-07-Exportar imagen-40_m08_DAPI.tif,2707,1.75,6.47E-04,10.933,255,,15
FK2021CL_(284)-Profundidad de enfoque extendida-07-Exportar imagen-40_m09_DAPI.tif,4990,2.845,5.70E-04,17.769,255,,15
FK2021CL_(284)-Profundidad de enfoque extendida-07-Exportar imagen-40_m10_DAPI.tif,4699,3.223,6.86E-04,20.134,255,,15
FK2021CL_(284)-Profundidad de enfoque extendida-07-Exportar imagen-40_m11_DAPI.tif,7845,3.238,4.13E-04,20.229,255,,15
FK2021CL_(284)-Profundidad de enfoque extendida-07-Exportar imagen-40_m12_DAPI.tif,3186,1.917,6.02E-04,11.976,255,,15
FK2021CL_(284)-Profundidad de enfoque extendida-07-Exportar imagen-40_m13_DAPI.tif,4057,2.621,6.46E-04,16.371,255,,15
FK2021CL_(284)-Profundidad de enfoque extendida-07-Exportar imagen-40_m14_DAPI.tif,5410,2.854,5.28E-04,17.827,255,,15
FK2021CL_(284)-Profundidad de enfoque extendida-07-Exportar imagen-40_m15_DAPI.tif,2850,2.358,8.27E-04,14.728,255,,15
FK2021CL_(284)-Profundidad de enfoque extendida-07-Exportar imagen-40_m16_DAPI.tif,2655,1.913,7.21E-04,11.952,255,,15
FK2021CL_(286)-Profundidad de enfoque extendida-08-Exportar imagen-39_m01_DAPI.tif,3473,1.662,4.78E-04,10.38,255,,15
FK2021CL_(286)-Profundidad de enfoque extendida-08-Exportar imagen-39_m02_DAPI.tif,4916,2.186,4.45E-04,13.655,255,,15
FK2021CL_(286)-Profundidad de enfoque extendida-08-Exportar imagen-39_m03_DAPI.tif,5826,2.489,4.27E-04,15.546,255,,15
FK2021CL_(286)-Profundidad de enfoque extendida-08-Exportar imagen-39_m04_DAPI.tif,6756,2.611,3.87E-04,16.311,255,,15
FK2021CL_(286)-Profundidad de enfoque extendida-08-Exportar imagen-39_m05_DAPI.tif,5344,2.721,5.09E-04,16.995,255,,15
FK2021CL_(286)-Profundidad de enfoque extendida-08-Exportar imagen-39_m06_DAPI.tif,3785,2.03,5.36E-04,12.681,255,,15
FK2021CL_(286)-Profundidad de enfoque extendida-08-Exportar imagen-39_m07_DAPI.tif,2673,1.64,6.13E-04,10.243,255,,15
FK2021CL_(286)-Profundidad de enfoque extendida-08-Exportar imagen-39_m08_DAPI.tif,1914,0.973,5.08E-04,6.079,255,,15
FK2021CL_(286)-Profundidad de enfoque extendida-08-Exportar imagen-39_m09_DAPI.tif,1974,1.175,5.95E-04,7.339,255,,15
FK2021CL_(286)-Profundidad de enfoque extendida-08-Exportar imagen-39_m10_DAPI.tif,2130,1.385,6.50E-04,8.652,255,,15
FK2021CL_(286)-Profundidad de enfoque extendida-08-Exportar imagen-39_m11_DAPI.tif,2169,1.463,6.75E-04,9.141,255,,15
FK2021CL_(286)-Profundidad de enfoque extendida-08-Exportar imagen-39_m12_DAPI.tif,2588,1.615,6.24E-04,10.09,255,,15
FK2021CL_(286)-Profundidad de enfoque extendida-08-Exportar imagen-39_m13_DAPI.tif,3136,2.266,7.23E-04,14.157,255,,15
FK2021CL_(286)-Profundidad de enfoque extendida-08-Exportar imagen-39_m14_DAPI.tif,2599,1.532,5.90E-04,9.57,255,,15
FK2021CL_(286)-Profundidad de enfoque extendida-08-Exportar imagen-39_m15_DAPI.tif,2073,1.295,6.25E-04,8.091,255,,15
FK2021CL_(286)-Profundidad de enfoque extendida-08-Exportar imagen-39_m16_DAPI.tif,1751,1.092,6.24E-04,6.82,255,,15
FK2021CL_(288)-Profundidad de enfoque extendida-09-Exportar imagen-38_m01_DAPI.tif,25659,6.663,2.60E-04,41.624,255,,15
FK2021CL_(288)-Profundidad de enfoque extendida-09-Exportar imagen-38_m02_DAPI.tif,18680,6.552,3.51E-04,40.929,255,,15
FK2021CL_(288)-Profundidad de enfoque extendida-09-Exportar imagen-38_m03_DAPI.tif,19332,6.887,3.56E-04,43.021,255,,15
FK2021CL_(288)-Profundidad de enfoque extendida-09-Exportar imagen-38_m04_DAPI.tif,21380,7.016,3.28E-04,43.828,255,,15
FK2021CL_(288)-Profundidad de enfoque extendida-09-Exportar imagen-38_m05_DAPI.tif,11726,3.31,2.82E-04,20.679,255,,15
FK2021CL_(288)-Profundidad de enfoque extendida-09-Exportar imagen-38_m06_DAPI.tif,4017,2.213,5.51E-04,13.821,255,,15
FK2021CL_(288)-Profundidad de enfoque extendida-09-Exportar imagen-38_m07_DAPI.tif,7498,3.216,4.29E-04,20.091,255,,15
FK2021CL_(288)-Profundidad de enfoque extendida-09-Exportar imagen-38_m08_DAPI.tif,9415,3.716,3.95E-04,23.213,255,,15
FK2021CL_(288)-Profundidad de enfoque extendida-09-Exportar imagen-38_m09_DAPI.tif,17893,5.198,2.91E-04,32.474,255,,15
FK2021CL_(288)-Profundidad de enfoque extendida-09-Exportar imagen-38_m10_DAPI.tif,5924,2.646,4.47E-04,16.53,255,,15
FK2021CL_(288)-Profundidad de enfoque extendida-09-Exportar imagen-38_m11_DAPI.tif,2594,1.31,5.05E-04,8.186,255,,15
FK2021CL_(288)-Profundidad de enfoque extendida-09-Exportar imagen-38_m12_DAPI.tif,5259,2.225,4.23E-04,13.897,255,,15
FK2021CL_(288)-Profundidad de enfoque extendida-09-Exportar imagen-38_m13_DAPI.tif,15130,4.157,2.75E-04,25.97,255,,15
FK2021CL_(288)-Profundidad de enfoque extendida-09-Exportar imagen-38_m14_DAPI.tif,6894,2.399,3.48E-04,14.984,255,,15
FK2021CL_(288)-Profundidad de enfoque extendida-09-Exportar imagen-38_m15_DAPI.tif,9611,4.788,4.98E-04,29.912,255,,15
FK2021CL_(288)-Profundidad de enfoque extendida-09-Exportar imagen-38_m16_DAPI.tif,12006,3.444,2.87E-04,21.515,255,,15
FK2021CL_(290)-Profundidad de enfoque extendida-10-Exportar imagen-37_m01_DAPI.tif,17829,7.356,4.13E-04,45.95,255,,15
FK2021CL_(290)-Profundidad de enfoque extendida-10-Exportar imagen-37_m02_DAPI.tif,12353,5.485,4.44E-04,34.264,255,,15
FK2021CL_(290)-Profundidad de enfoque extendida-10-Exportar imagen-37_m03_DAPI.tif,11522,4.385,3.81E-04,27.389,255,,15
FK2021CL_(290)-Profundidad de enfoque extendida-10-Exportar imagen-37_m04_DAPI.tif,14872,4.329,2.91E-04,27.041,255,,15
FK2021CL_(290)-Profundidad de enfoque extendida-10-Exportar imagen-37_m05_DAPI.tif,9285,3.712,4.00E-04,23.19,255,,15
FK2021CL_(290)-Profundidad de enfoque extendida-10-Exportar imagen-37_m06_DAPI.tif,6542,4.328,6.62E-04,27.036,255,,15
FK2021CL_(290)-Profundidad de enfoque extendida-10-Exportar imagen-37_m07_DAPI.tif,8678,3.876,4.47E-04,24.216,255,,15
FK2021CL_(290)-Profundidad de enfoque extendida-10-Exportar imagen-37_m08_DAPI.tif,7429,3.368,4.53E-04,21.042,255,,15
FK2021CL_(290)-Profundidad de enfoque extendida-10-Exportar imagen-37_m09_DAPI.tif,8049,3.579,4.45E-04,22.356,255,,15
FK2021CL_(290)-Profundidad de enfoque extendida-10-Exportar imagen-37_m10_DAPI.tif,6727,4.049,6.02E-04,25.293,255,,15
FK2021CL_(290)-Profundidad de enfoque extendida-10-Exportar imagen-37_m11_DAPI.tif,4319,2.886,6.68E-04,18.028,255,,15
FK2021CL_(290)-Profundidad de enfoque extendida-10-Exportar imagen-37_m12_DAPI.tif,5786,2.513,4.34E-04,15.701,255,,15
FK2021CL_(290)-Profundidad de enfoque extendida-10-Exportar imagen-37_m13_DAPI.tif,7846,3.6,4.59E-04,22.489,255,,15
FK2021CL_(290)-Profundidad de enfoque extendida-10-Exportar imagen-37_m14_DAPI.tif,3872,2.671,6.90E-04,16.683,255,,15
FK2021CL_(290)-Profundidad de enfoque extendida-10-Exportar imagen-37_m15_DAPI.tif,5432,3.056,5.63E-04,19.092,255,,15
FK2021CL_(290)-Profundidad de enfoque extendida-10-Exportar imagen-37_m16_DAPI.tif,4528,2.352,5.19E-04,14.692,255,,15
FK2021CL_(292)-Profundidad de enfoque extendida-11-Exportar imagen-36_m01_DAPI.tif,1366,1.458,0.001,9.109,255,,15
FK2021CL_(292)-Profundidad de enfoque extendida-11-Exportar imagen-36_m02_DAPI.tif,3131,2.039,6.51E-04,12.736,255,,15
FK2021CL_(292)-Profundidad de enfoque extendida-11-Exportar imagen-36_m03_DAPI.tif,3293,2.458,7.47E-04,15.357,255,,15
FK2021CL_(292)-Profundidad de enfoque extendida-11-Exportar imagen-36_m04_DAPI.tif,2593,2.225,8.58E-04,13.897,255,,15
FK2021CL_(292)-Profundidad de enfoque extendida-11-Exportar imagen-36_m05_DAPI.tif,1989,2.253,0.001,14.076,255,,15
FK2021CL_(292)-Profundidad de enfoque extendida-11-Exportar imagen-36_m06_DAPI.tif,1731,1.629,9.41E-04,10.174,255,,15
FK2021CL_(292)-Profundidad de enfoque extendida-11-Exportar imagen-36_m07_DAPI.tif,1468,0.875,5.96E-04,5.467,255,,15
FK2021CL_(292)-Profundidad de enfoque extendida-11-Exportar imagen-36_m08_DAPI.tif,1259,0.814,6.47E-04,5.087,255,,15
FK2021CL_(292)-Profundidad de enfoque extendida-11-Exportar imagen-36_m09_DAPI.tif,1531,1.237,8.08E-04,7.727,255,,15
FK2021CL_(292)-Profundidad de enfoque extendida-11-Exportar imagen-36_m10_DAPI.tif,1443,1.176,8.15E-04,7.345,255,,15
FK2021CL_(292)-Profundidad de enfoque extendida-11-Exportar imagen-36_m11_DAPI.tif,1580,1.459,9.23E-04,9.111,255,,15
FK2021CL_(292)-Profundidad de enfoque extendida-11-Exportar imagen-36_m12_DAPI.tif,1764,1.853,0.001,11.572,255,,15
FK2021CL_(292)-Profundidad de enfoque extendida-11-Exportar imagen-36_m13_DAPI.tif,1582,1.567,9.91E-04,9.789,255,,15
FK2021CL_(292)-Profundidad de enfoque extendida-11-Exportar imagen-36_m14_DAPI.tif,1536,1.191,7.76E-04,7.441,255,,15
FK2021CL_(292)-Profundidad de enfoque extendida-11-Exportar imagen-36_m15_DAPI.tif,1556,1.285,8.26E-04,8.026,255,,15
FK2021CL_(292)-Profundidad de enfoque extendida-11-Exportar imagen-36_m16_DAPI.tif,1442,1.322,9.17E-04,8.256,255,,15
FK2021CL_(295)-Profundidad de enfoque extendida-01-Exportar imagen-35_m01_DAPI.tif,3258,1.784,5.48E-04,11.145,255,,Org
